0,1,2,3,4,5,6,7,8,9,cluster
309.326356891,309.334801526,309.322715983,309.314979303,309.326415855,309.335617185,2439.95435285,309.322275895,309.317843163,309.321699682,0
353.53114685,353.550546847,353.746784956,353.518471564,21562.5721302,353.550821704,39.2812439477,353.529433776,353.540923457,353.531136746,1
618.60421717,618.593951779,618.598762553,618.573106444,618.625897619,618.619791588,2130.68087543,618.585166338,618.599271871,618.583839938,0
247.510067778,247.479413656,247.477692657,247.474659974,22517.1829386,247.479188013,27.4967971351,247.464313977,247.654001195,247.463688629,1
247.471156989,247.465609155,247.463626246,247.453674431,247.467857103,247.476179081,27.4963780694,247.463850127,247.467769785,22515.8444942,0
618.602879398,618.594936374,618.598963488,618.573287286,618.626937286,618.616612082,2130.68077948,618.586840692,618.599085252,618.585326907,0
14683.6792382,274.971546364,7860.09344966,274.973668087,275.008582349,274.988856457,30.5522823231,274.987431469,274.976334861,274.972974158,0
618.60421717,618.593951779,618.598762553,618.573106444,618.625897619,618.619791588,2130.68087543,618.585166338,618.599271871,618.583839938,0
353.500436005,353.497132315,353.494255103,353.48290556,353.506874897,353.513307809,2395.78221975,353.492050374,353.494160254,353.490782034,0
353.531669004,353.524707822,353.748951074,353.500047938,21562.6951833,353.526171613,39.2805527553,353.506279571,353.520316715,353.524296873,1
412.426796501,412.421496231,412.424198408,412.408718504,412.426910972,412.437707121,2336.85659897,412.413525972,412.418274163,412.42486315,0
1237.40523859,13606.9361949,1237.39339125,1237.39332269,1237.35532141,1237.49899706,137.481634538,1237.38070825,1237.31800834,1237.4175083,0
247.480021137,247.513238488,247.485223047,247.478271659,22517.285952,247.491994521,27.4978579453,247.479494805,247.475912262,247.486312253,1
412.404030717,412.405575654,412.406239536,412.393053904,21032.9567808,412.413886563,45.8221730182,412.39849593,412.401804215,412.392902722,1
412.417228246,412.41455958,412.410583235,412.397273159,412.424816512,412.430377545,2336.86409796,412.417417851,412.411031097,412.41171316,0
190.374230162,190.373466704,6536.3597683,190.360737578,16685.0482946,190.378940695,21.1520367572,190.36944879,190.360798217,190.377220368,1
176.785837967,176.809281004,176.776786173,176.773886595,23153.6307366,176.789183701,19.6425573235,176.78706004,176.77431644,176.783398265,1
247.494392435,247.479920598,247.465910865,247.468663356,247.625386855,247.486429777,27.4963290162,247.472870268,247.544084092,22515.537015,0
412.404975856,412.406117748,412.407578951,412.397506793,21032.9437797,412.414550797,45.8222995463,412.399762889,412.402902533,412.39445507,1
61.8762753816,61.8691104093,4798.13771879,61.8660869809,19451.4229804,61.8727605133,6.87428713187,61.8690708553,61.8669737936,61.8677354411,1
309.368396855,309.39005125,309.371392747,309.379637904,21960.1361099,309.398532238,34.3790106626,309.382248864,309.392512595,309.395327754,1
130.244110931,130.246268142,130.246312991,130.240860768,23572.5181347,130.248872871,14.4714900924,130.244552996,130.243873255,130.241040549,1
494.936896092,494.922780923,494.912788396,494.9592435,20290.1590102,494.943491688,54.9926053952,494.931356098,494.918834022,494.912032243,1
494.915046545,494.910395471,494.916777505,494.928849062,20290.2618297,494.961015774,54.9901647329,494.907846821,494.912509086,494.904137054,1
247.455769177,247.462724256,247.457141071,247.45034557,22517.5461977,247.466915959,27.4950039618,247.455197873,247.454416531,247.453413106,1
494.896979623,494.891702997,494.888712999,494.866655976,494.909570295,494.91212695,2254.38809587,494.881729776,494.890474214,494.881067782,0
206.215817403,206.218873588,206.218614972,206.224975241,22888.7030254,206.223714366,22.9130915738,206.219956843,206.216847909,206.218714126,1
247.477654937,247.479372466,247.485643086,247.462635716,22517.3608881,247.484152116,27.4970812811,247.481576075,247.471159691,247.480332582,1
275.001492889,275.095566126,274.988717207,274.996939984,22269.5469529,275.007702265,30.5547897426,275.014596447,274.994535801,275.003373989,1
274.975482957,274.979389038,274.966824443,274.96813611,22269.8805338,274.982659901,30.5526495768,274.971092592,274.95939432,274.985645323,1
618.715362865,19175.0005319,618.701111386,618.66788025,618.780607536,618.711541149,68.7434753626,618.69870891,618.677991849,618.749140014,0
145.614497474,145.565713957,145.567857733,145.563578835,23434.5696974,145.570737022,16.1737894219,145.565614095,145.5625272,145.565227603,1
206.260776782,206.224527463,206.219698298,206.220650603,22888.5463795,206.226062208,22.9132523331,206.222338458,206.322472658,206.216180353,1
72.7860983387,72.795958447,72.7914116004,72.7845437316,24089.6574032,72.7873511851,8.08728835846,72.7843206934,72.7891222782,72.7851827906,1
247.450112277,247.456056745,247.450515836,247.456391046,22517.5400752,247.461883576,27.4943028255,247.44631068,247.497499795,247.44958611,1
176.762606941,176.778080608,4223.68791666,176.758332875,19106.6855053,176.769020522,19.6401767514,176.762063541,176.762432209,176.764905403,1
247.458158612,247.457467357,247.449898116,247.443099975,247.460291638,247.461257267,2501.82569767,247.448202015,247.450599004,247.451628389,0
123.741702238,123.746034701,21364.2913894,123.739004738,2389.40316486,123.747971869,13.7492747438,123.741765045,123.769429395,123.741578618,2
309.342397528,309.364480641,309.335464249,309.335664021,21960.4883033,309.351750937,34.3723215071,309.358392982,309.334245929,309.363732501,1
618.667418565,618.689372909,618.664905733,19174.5541427,618.668901812,618.709482359,68.7406084264,618.672930936,618.644668597,618.665539119,0
224.972971368,224.967794725,224.96299552,224.95903304,22719.9532862,224.973051023,24.9965253233,224.981806176,224.961549543,224.967506589,1
274.983161985,274.977151259,274.967616069,274.970432143,274.970374786,275.154276235,30.5530023486,274.974355774,22268.7200206,274.980388972,0
274.970367192,274.971760921,274.973695689,22267.5834836,275.025789911,274.973787967,30.5521675484,274.961880518,275.042711087,274.961493263,0
206.216729429,206.213871576,206.218634569,206.206610856,22888.7527907,206.222256909,22.912510396,206.213075436,206.211062841,206.210741889,1
412.41826125,412.416544417,412.410071258,412.416757616,412.422721445,412.437614184,2336.8627093,412.406722985,412.41048,412.40832462,0
494.886922735,494.88139417,494.881425881,494.862379762,494.90319074,494.896367212,2254.39584317,494.88042367,494.88166795,494.875522292,0
247.497917117,247.473027371,247.487141157,247.46577491,247.49269858,247.487171579,27.4979089601,247.477154574,22516.3168221,247.497944833,0
412.453383586,412.462755275,412.433242353,412.455425676,21032.4570894,412.482997306,45.8292929571,412.462485682,412.440868168,412.46041407,1
618.60421717,618.593951779,618.598762553,618.573106444,618.625897619,618.619791588,2130.68087543,618.585166338,618.599271871,618.583839938,0
224.961478928,224.974405373,224.959734936,224.957832354,22720.0028534,224.970365613,24.9959888327,224.956799845,224.960046271,224.961308932,1
274.978441576,274.971662034,274.964381814,274.977658164,22269.7679395,274.983227425,30.5525015746,274.97122716,275.085412883,274.970535056,1
412.413097472,412.40847895,412.404305166,412.3987874,412.419684025,412.427678597,2336.87015643,412.401161423,412.406686119,412.400595187,0
494.89862077,494.893722713,494.898942272,494.871388713,494.909962024,494.908652336,2254.38542435,494.887146625,494.889045021,494.885583271,0
19746.1684137,190.357639975,190.353861384,190.351159089,3474.7805255,190.365181972,21.1505150111,190.355775755,190.370186805,190.355717877,0
618.65658813,618.70030048,618.686478345,618.66852762,618.671334158,19175.8586005,68.7540193634,618.69458864,618.656113271,618.679828811,0
21846.5755485,91.6570778439,91.6547277008,91.6559486387,2163.91123434,91.6598884595,10.184283559,91.6555382875,91.6794247963,91.657696982,0
353.671353089,353.538176125,21561.5751211,353.541193378,353.53667009,353.549006247,39.282956789,353.529061688,353.525714831,353.536034421,2
224.971201673,224.975456898,224.966748888,224.969220455,225.058075745,22719.3525956,24.9965164574,224.972150146,224.967489187,224.972934138,0
412.476348655,412.467003791,412.452808186,412.449169588,412.451659602,412.514671956,45.8286721666,412.471762603,21031.4640127,412.459125681,0
412.455593039,412.477347783,5664.3448371,412.460447114,15780.2024799,412.476492716,45.830758691,412.454141006,412.49001819,412.473184524,1
1237.44760783,1237.54128558,1237.35337048,1237.34411823,13607.7708718,1237.37608719,137.477353248,1237.29407535,1237.33160606,1237.3928484,1
309.328246519,309.337996091,2511.75797811,309.32611145,19758.0713469,309.346640544,34.3704549594,309.344363958,309.338613775,309.330520869,1
176.793411351,14672.0159602,176.762926007,176.760105921,8657.61763711,176.77387316,19.6403621054,176.766596373,176.826690656,176.775597508,0
274.936089446,274.932060656,274.932923155,274.921475604,22270.261463,274.940398469,30.5479317968,274.927619513,274.933153354,274.926457791,1
247.440771132,247.437830409,22516.5992836,247.426980125,247.453287371,247.445886118,27.4932310268,247.434214313,247.439808108,247.433656504,2
41.2404522201,41.2398870934,41.2409444615,41.2395868986,24373.6011672,41.2413034863,4.58221912561,41.2392367038,41.241398299,41.2392635394,1
190.339822581,190.336766404,23030.4934638,190.329119396,190.356732298,190.343377316,21.148635771,190.334017299,190.346805359,190.333968385,2
412.400171428,412.394923798,412.396909849,412.378044272,412.415981052,21032.5364231,45.8219754946,412.388781682,412.420838443,412.389454609,0
74.9826324737,74.981167096,74.9829412227,74.978176085,74.9878500767,74.9845871718,8.33127368625,74.9799767466,24068.8508374,74.9799784757,0
247.442190521,247.440049616,247.43985771,247.429345981,22517.6963827,247.448446338,27.4932749619,247.435743317,247.450143037,247.435531902,1
